EV_EBITDA,PBR,PER,ROE,매출액,배당수익율,부채비율,상세구분,순이익,순이익율,시장구분,업종구분,종목명,종목코드,투자의견,현재가
58.22,,,997.79,121.0,,2253.35,생물공학,-48,-39.26,KOSDAQ,제약,에스바이오메딕스,"""304360""",,10950.0
23.97,10.79,32.08,,1018.0,,20.4,화장품,173,16.98,KOSDAQ,화학,마녀공장,"""439090""",,39300.0
22.12,1.02,24.78,4.19,185.0,,9.28,창업투자,39,20.91,KOSDAQ,금융,LB인베스트먼트,"""309960""",,4800.0
5.62,3.98,,60.01,35.0,,11.18,생물공학,-798,"-2,280.94",KOSDAQ,"연구,개발",지아이이노베이션,"""358570""",400.0,19020.0
2983.48,1.23,,,,,184.83,창업투자,-1,,KOSDAQ,금융서비스,미래에셋드림스팩1호,"""442900""",,9530.0
583.34,1.24,,,,,207.73,창업투자,-0,,KOSDAQ,금융서비스,유안타제12호스팩,"""446150""",,2145.0
28.27,7.4,36.49,23.04,383.0,,53.76,소프트웨어,46,11.96,KOSDAQ,소프트웨어,엑스게이트,"""356680""",,6350.0
5774.47,1.54,,,,,89.03,창업투자,-0,,KOSDAQ,금융서비스,삼성스팩8호,"""448740""",,9770.0
1987.7,1.59,,,,,88.84,창업투자,-0,,KOSDAQ,금융서비스,유안타제13호스팩,"""449020""",,2050.0
10.85,4.29,12.33,43.36,354.0,,81.97,생명과학도구및서비스,62,17.61,KOSDAQ,"연구,개발",바이오인프라,"""199730""",,18630.0
109.51,23.71,104.05,28.35,385.0,,158.51,전자장비와기기,41,10.76,KOSDAQ,"기계,장비",나노팀,"""417010""",,25300.0
322.92,10.09,307.67,3.33,161.0,,5.28,반도체와반도체장비,6,3.83,KOSDAQ,통신장비,자람테크놀로지,"""389020""",,36250.0
793.41,1.77,,,,,80.75,창업투자,-0,,KOSDAQ,금융서비스,엔에이치스팩28호,"""450410""",,2230.0
21.28,4.52,22.91,22.05,91.0,,17.87,화장품,13,14.65,KOSDAQ,화학,이노진,"""344860""",,3300.0
538.02,36.79,470.32,8.82,109.0,,68.25,반도체와반도체장비,6,5.36,KOSDAQ,반도체,라온텍,"""418420""",,9680.0
14.55,2.16,17.34,13.13,2306.0,,95.11,에너지장비및서비스,76,3.27,KOSDAQ,전문건설,금양그린파워,"""282720""",,14510.0
27.98,4.56,39.77,12.21,644.0,,59.97,전자장비와기기,36,5.57,KOSDAQ,반도체,화인써키트,"""127980""",,12550.0
10567.88,0.9,,,,,271.13,창업투자,-0,,KOSDAQ,금융서비스,미래에셋비전스팩2호,"""446190""",,2190.0
9604.65,14.64,,13.25,677.0,,44.15,건설,-57,-8.41,KOSDAQ,전문기술,제이오,"""418550""",400.0,31600.0
100.82,16.53,101.0,19.58,272.0,,98.05,가구,13,4.85,KOSDAQ,기타제조,꿈비,"""407400""",,16910.0
68.17,68.63,63.65,62.77,93.0,,389.21,소프트웨어,22,23.17,KOSDAQ,소프트웨어,샌즈랩,"""411080""",,11430.0
43.21,6.95,96.36,9.61,258.0,,21.04,방송과엔터테인먼트,15,5.86,KOSDAQ,방송서비스,스튜디오미르,"""408900""",,33700.0
18.13,4.68,25.74,19.99,1070.0,,110.74,자동차부품,80,7.46,KOSDAQ,"운송장비,부품",삼기이브이,"""419050""",,17020.0
18.95,5.12,18.55,32.13,5502.0,,110.61,반도체와반도체장비,150,2.73,KOSDAQ,도매,미래반도체,"""254490""",,25950.0
133.91,1174.32,,396.49,259.0,,9839.02,소프트웨어,-19,-7.51,KOSDAQ,소프트웨어,오브젠,"""417860""",,40400.0
10.9,5.07,11.85,61.17,3517.0,,101.33,반도체와반도체장비,422,11.99,KOSDAQ,반도체,티이엠씨,"""425040""",400.0,57500.0
27.56,2.56,,,243.0,,70.28,통신장비,-108,-44.42,KOSDAQ,통신장비,옵티코어,"""380540""",,2155.0
12.74,2.21,919.01,,2325.0,,380.82,자동차부품,1,0.04,KOSDAQ,금속,한주라이트메탈,"""198940""",,5260.0
13.33,2.92,30.98,11.5,3810.0,,156.74,철강,59,1.54,KOSDAQ,금속,신스틸,"""162300""",,4610.0
417.21,1.07,,,,,15.26,창업투자,-0,,KOSDAQ,금융서비스,신영스팩9호,"""445970""",,2130.0
0.85,0.29,1.39,21.48,4797.0,5.71,9.8,건강관리장비와용품,"3,078",64.17,KOSPI,의약품,바이오노트,"""377740""",,4540.0
829.27,1.19,93.91,,,,5.41,창업투자,0,,KOSDAQ,금융서비스,엔에이치스팩27호,"""440820""",,2175.0
482.51,1.07,,,,,13.61,창업투자,-0,,KOSDAQ,금융서비스,비엔케이제1호스팩,"""445360""",,2090.0
286.29,1.14,,,,,18.27,창업투자,-0,,KOSDAQ,금융서비스,IBKS제21호스팩,"""442770""",,2250.0
360.49,1.12,,,,,15.45,창업투자,-0,,KOSDAQ,금융서비스,유진스팩9호,"""442130""",,2210.0
393.3,1.28,,,,,8.67,창업투자,-0,,KOSDAQ,금융서비스,대신밸런스제13호스팩,"""438220""",,2440.0
909.42,1.16,57.06,,,,8.53,창업투자,1,,KOSDAQ,금융서비스,엔에이치스팩26호,"""439410""",,2160.0
20.59,5.96,26.9,27.98,612.0,,178.35,전자장비와기기,52,8.57,KOSDAQ,"기계,장비",펨트론,"""168360""",,14600.0
1.04,0.44,14.54,,292.0,,11.19,건축자재,10,3.28,KOSPI,종이목재,유니드비티플러스,"""446070""",,8000.0
467.74,1.35,,,,,6.18,창업투자,-0,,KOSDAQ,금융서비스,대신밸런스제14호스팩,"""442310""",,2475.0
6.33,2.44,,37.23,37.0,,14.55,제약,-106,-284.54,KOSDAQ,제약,인벤티지랩,"""389470""",,8880.0
35.32,4.39,,39.36,174.0,,32.64,양방향미디어와서비스,-36,-20.71,KOSDAQ,디지털컨텐츠,핑거스토리,"""417180""",,4755.0
49.47,3.75,,,683.0,,62.84,방송과엔터테인먼트,-230,-33.61,KOSDAQ,"오락,문화",SAMG엔터,"""419530""",,22200.0
9.67,7.57,15.4,65.14,315.0,,330.05,교육서비스,22,6.84,KOSDAQ,소프트웨어,유비온,"""084440""",,1970.0
15.15,2.54,18.76,14.86,637.0,,36.8,반도체와반도체장비,67,10.54,KOSDAQ,반도체,티에프이,"""425420""",,13510.0
2.2,1.13,7.68,14.22,762.0,3.43,26.97,게임엔터테인먼트,125,16.40,KOSDAQ,디지털컨텐츠,티쓰리,"""204610""",,1687.0
46.34,8.61,,29.66,98.0,,10.33,기계,-82,-84.07,KOSDAQ,"기계,장비",뉴로메카,"""348340""",,33100.0
35.7,5.3,50.11,12.01,217.0,,13.52,디스플레이장비및부품,41,18.98,KOSDAQ,"기계,장비",엔젯,"""419080""",,23850.0
38.76,9.78,44.57,29.1,2103.0,0.34,101.5,전자장비와기기,248,11.78,KOSDAQ,"기계,장비",윤성에프앤씨,"""372170""",,168800.0
5.71,1.39,9.84,16.34,440.0,,39.32,생명과학도구및서비스,53,11.94,KOSDAQ,"연구,개발",디티앤씨알오,"""383930""",,5080.0
11.78,2.76,12.87,25.55,683.0,,37.09,반도체와반도체장비,109,16.00,KOSDAQ,반도체,제이아이테크,"""417500""",,5220.0
4.85,2.06,8.37,26.7,21193.0,6.28,35.7,디스플레이장비및부품,"2,337",11.03,KOSPI,전기전자,LX세미콘,"""108320""",400.0,120300.0
329.36,1.29,99.58,,,,7.21,창업투자,0,,KOSDAQ,금융서비스,엔에이치스팩25호,"""438580""",,2365.0
222.7,1.01,92.64,,,,16.07,창업투자,0,,KOSDAQ,금융서비스,케이비제23호스팩,"""440200""",,2045.0
200.15,1.1,,,,,22.36,창업투자,-0,,KOSDAQ,금융서비스,교보13호스팩,"""440790""",,2195.0
5.24,1.54,18.62,9.25,596.0,4.0,43.4,반도체와반도체장비,64,10.79,KOSDAQ,전문기술,큐알티,"""405100""",,13410.0
342.43,1.22,448.52,,,,16.89,창업투자,0,,KOSDAQ,금융서비스,IBKS제20호스팩,"""439730""",,2380.0
7.28,1.6,7.95,25.32,184.0,1.4,19.65,소프트웨어,94,51.42,KOSDAQ,소프트웨어,산돌,"""419120""",,11670.0
13.96,2.58,16.39,17.22,461.0,,38.73,반도체와반도체장비,63,13.71,KOSDAQ,반도체,저스템,"""417840""",400.0,18770.0
7.88,11.7,,,133.0,,286.93,건강관리장비와용품,-177,-132.88,KOSDAQ,"의료,정밀기기",플라즈맵,"""405000""",,6190.0
1048.73,1.07,67.11,,,,9.37,창업투자,1,,KOSDAQ,금융서비스,삼성스팩7호,"""439250""",,9940.0
2534.81,1.0,53.52,,,,11.86,창업투자,2,,KOSDAQ,금융서비스,하나금융25호스팩,"""435620""",,9760.0
18.27,3.72,,29.59,88.0,,30.91,소프트웨어,-38,-42.95,KOSDAQ,소프트웨어,핀텔,"""291810""",,7120.0
6.95,3.48,,39.77,20.0,,20.05,제약,-107,-533.64,KOSDAQ,제약,샤페론,"""378800""",,4530.0
730.27,1.52,97.17,,,,7.78,창업투자,0,,KOSDAQ,금융서비스,한국제11호스팩,"""436610""",,2790.0
45.94,4.08,,38.88,240.0,,28.72,건강관리장비와용품,-45,-18.79,KOSDAQ,"의료,정밀기기",비스토스,"""419540""",,3070.0
31.91,4.99,36.67,17.23,630.0,,26.02,전자장비와기기,106,16.75,KOSDAQ,일반전기전자,탑머티리얼,"""360070""",,60200.0
264.13,10.2,,36.75,75.0,,39.35,기계,-53,-70.50,KOSDAQ,"기계,장비",에스비비테크,"""389500""",,37750.0
27.76,1.83,47.41,4.45,168.0,,8.0,식품,11,6.55,KOSDAQ,"음식료,담배",오에스피,"""368970""",,6790.0
41.37,2.64,,,1164.0,,91.22,핸드셋,-70,-6.05,KOSDAQ,IT부품,파인엠텍,"""441270""",400.0,9100.0
412.73,1.18,93.08,,,,6.36,창업투자,0,,KOSDAQ,금융서비스,엔에이치스팩24호,"""437780""",,2180.0
7.53,1.95,13.94,17.29,700.0,1.7,42.91,기계,77,11.02,KOSDAQ,"기계,장비",모델솔루션,"""417970""",,19080.0
19.28,1.49,18.36,9.67,162.0,1.14,10.82,소프트웨어,21,13.24,KOSDAQ,소프트웨어,이노룰스,"""296640""",,9070.0
223.12,1.2,58.09,,,,9.23,창업투자,0,,KOSDAQ,금융서비스,에스케이증권제8호스팩,"""435870""",,2345.0
329.74,1.09,133.51,,,,13.31,창업투자,0,,KOSDAQ,금융서비스,유안타제10호스팩,"""435380""",,2170.0
7.73,0.99,18.42,5.53,1381.0,,90.0,제약,43,3.13,KOSDAQ,제약,알피바이오,"""314140""",,11030.0
141.2,5.59,147.61,4.43,74.0,0.45,79.95,생물공학,9,11.71,KOSDAQ,제약,선바이오,"""067370""",,10830.0
575.72,1.15,104.22,,,,8.88,창업투자,0,,KOSDAQ,금융서비스,한화플러스제3호스팩,"""430460""",,2125.0
2777.73,1.16,91.27,,,,13.39,창업투자,1,,KOSDAQ,금융서비스,하나금융24호스팩,"""430230""",,2195.0
7.54,2.09,,9.1,3976.0,,136.58,도로와철도운송,-181,-4.56,KOSPI,서비스업,쏘카,"""403550""",400.0,15780.0
12.45,1.95,52.26,4.67,1284.0,,129.55,기계,21,1.67,KOSDAQ,"기계,장비",대성하이텍,"""129920""",,9760.0
376.37,1.14,,,,,14.71,창업투자,-0,,KOSDAQ,금융서비스,IBKS제19호스팩,"""426550""",,2325.0
423.62,1.12,90.15,,,,13.13,창업투자,1,,KOSDAQ,금융서비스,신영스팩8호,"""430220""",,2180.0
399.42,1.07,113.14,,,,14.97,창업투자,0,,KOSDAQ,금융서비스,키움제7호스팩,"""433530""",,2130.0
176.56,1.1,638.54,,,,16.6,창업투자,0,,KOSDAQ,금융서비스,케이비제22호스팩,"""436530""",,2170.0
363.29,1.21,167.25,,,,17.37,창업투자,0,,KOSDAQ,금융서비스,하나금융23호스팩,"""427950""",,2360.0
16.18,12.53,,95.55,100.0,,67.0,반도체와반도체장비,-252,-251.97,KOSDAQ,소프트웨어,오픈엣지테크놀로지,"""394280""",,19100.0
21.5,2.57,36.78,8.24,2575.0,,15.36,전기제품,553,21.46,KOSDAQ,일반전기전자,더블유씨피,"""393890""",400.0,71300.0
32.9,6.44,45.91,19.8,481.0,0.39,41.88,전기제품,77,16.00,KOSDAQ,화학,새빗켐,"""107600""",,83600.0
19.14,1.72,41.46,5.45,342.0,,22.51,전기제품,20,5.75,KOSDAQ,IT부품,에이치와이티씨,"""148930""",,9410.0
2.5,0.71,6.51,11.46,3035.0,2.73,24.65,에너지장비및서비스,419,13.80,KOSPI,건설업,수산인더스트리,"""126720""",400.0,22900.0
227.98,1.18,301.8,,,,14.58,창업투자,0,,KOSDAQ,금융서비스,신한제10호스팩,"""418210""",,2235.0
383.88,1.11,104.25,,,,14.97,창업투자,0,,KOSDAQ,금융서비스,유안타제9호스팩,"""430700""",,2200.0
27.22,5.5,35.63,19.62,2699.0,,44.4,전기제품,391,14.50,KOSDAQ,화학,성일하이텍,"""365340""",400.0,134300.0
16.01,2.86,171.47,1.7,272.0,,99.88,IT서비스,2,0.77,KOSDAQ,컴퓨터서비스,벨로크,"""424760""",,2250.0
17.78,1.59,,12.88,228.0,,28.37,전자장비와기기,-64,-28.21,KOSDAQ,기타제조,아이씨에이치,"""368600""",,6010.0
15.91,3.45,,14.18,2.0,,2.75,제약,-90,"-4,479.64",KOSDAQ,"연구,개발",에이프릴바이오,"""397030""",400.0,22600.0
42.8,29.9,,110.27,139.0,,40.99,건강관리기술,-391,-282.12,KOSDAQ,소프트웨어,루닛,"""328130""",400.0,168500.0
15.0,2.03,29.45,8.74,824.0,0.87,71.86,반도체와반도체장비,42,5.06,KOSDAQ,반도체,와이씨켐,"""112290""",,13540.0
103.27,9.33,,11.93,154.0,,22.81,소프트웨어,-33,-21.30,KOSDAQ,소프트웨어,코난테크놀로지,"""402030""",,66700.0
24.92,11.98,31.94,53.2,1593.0,0.28,33.55,반도체와반도체장비,660,41.42,KOSDAQ,반도체,HPSP,"""403870""",400.0,28850.0
425.72,1.58,138.62,,,,12.44,창업투자,1,,KOSDAQ,금융서비스,삼성스팩6호,"""425290""",,3035.0
9.44,6.64,,75.66,129.0,,12.35,반도체와반도체장비,-274,-213.14,KOSDAQ,반도체,넥스트칩,"""396270""",400.0,15000.0
15.29,2.36,29.43,10.23,2163.0,,47.3,인터넷과카탈로그소매,47,2.16,KOSDAQ,도매,청담글로벌,"""362320""",,7410.0
52.79,6.6,75.86,,433.0,,34.55,반도체와반도체장비,44,10.20,KOSDAQ,반도체,가온칩스,"""399720""",400.0,31250.0
271.64,1.09,132.46,,,,17.44,창업투자,1,,KOSDAQ,금융서비스,교보12호스팩,"""421800""",,2170.0
415.52,1.17,881.86,,,,11.62,창업투자,0,,KOSDAQ,금융서비스,엔에이치스팩23호,"""422040""",,2180.0
22.78,3.26,,,60.0,,8.18,반도체와반도체장비,-41,-68.48,KOSDAQ,반도체,레이저쎌,"""412350""",,13600.0
16.21,4.31,16.87,31.97,880.0,,199.56,에너지장비및서비스,268,30.49,KOSDAQ,종합건설,대명에너지,"""389260""",400.0,27050.0
376.06,1.2,156.38,,,,10.42,창업투자,1,,KOSDAQ,금융서비스,하나금융22호스팩,"""418170""",,2200.0
3.64,0.41,4.56,,4395.0,,88.53,전문소매,158,3.61,KOSDAQ,도매,위니아에이드,"""377460""",,5600.0
260.69,1.2,230.66,,,,16.08,창업투자,0,,KOSDAQ,금융서비스,신한제9호스팩,"""405640""",,2255.0
287.11,1.05,,,,,11.81,창업투자,-1,,KOSDAQ,금융서비스,케이비제21호스팩,"""424140""",,2105.0
231.94,1.19,141.11,,,,7.67,창업투자,1,,KOSDAQ,금융서비스,상상인제3호스팩,"""415580""",,2190.0
73.07,2.33,99.79,3.44,507.0,,21.89,전기장비,23,4.46,KOSDAQ,일반전기전자,범한퓨얼셀,"""382900""",400.0,28900.0
37.04,2.9,,0.64,163.0,,37.74,소프트웨어,-0,-0.28,KOSDAQ,"출판,매체복제",비플라이소프트,"""148780""",,1098.0
39.79,17.32,,96.66,98.0,,86.67,제약,-199,-203.73,KOSDAQ,제약,보로노이,"""310210""",400.0,48450.0
194.48,1.14,545.45,,,,16.0,창업투자,0,,KOSDAQ,금융서비스,신영스팩7호,"""419270""",,2275.0
238.12,6.49,258.26,3.02,374.0,,45.32,전기장비,7,1.97,KOSDAQ,일반전기전자,지투파워,"""388050""",,10950.0
137.82,1.13,708.65,0.24,,,17.86,창업투자,0,,KOSDAQ,금융서비스,키움제6호스팩,"""413600""",,2180.0
358.39,1.1,187.88,,,,22.7,창업투자,1,,KOSDAQ,금융서비스,미래에셋비전스팩1호,"""412930""",,2165.0
10.4,1.96,,,162.0,,13.74,방송과엔터테인먼트,-88,-54.19,KOSDAQ,디지털컨텐츠,포바이포,"""389140""",,10750.0
21.42,2.28,36.54,7.4,876.0,,23.87,비철금속,38,4.37,KOSDAQ,금속,세아메카닉스,"""396300""",,5480.0
254.75,1.16,179.52,0.95,,,12.78,창업투자,1,,KOSDAQ,금융서비스,유진스팩8호,"""413630""",,2165.0
82.48,4.98,,7.61,384.0,,36.89,기계,-23,-6.02,KOSDAQ,"기계,장비",유일로보틱스,"""388720""",,23150.0
11.0,3.11,15.09,26.22,587.0,1.51,6.58,"섬유,의류,신발,호화품",113,19.30,KOSDAQ,"섬유,의류",공구우먼,"""366030""",,8280.0
19.15,2.51,49.97,,217.0,,50.53,소프트웨어,18,8.26,KOSDAQ,소프트웨어,모아데이타,"""288980""",,2835.0
5.58,6.8,,206.45,5.0,,126.85,건강관리장비와용품,-137,"-2,524.55",KOSDAQ,"의료,정밀기기",노을,"""376930""",,6770.0
11.83,3.16,19.94,17.22,383.0,,25.27,양방향미디어와서비스,70,18.22,KOSDAQ,사업지원,메쎄이상,"""408920""",,3265.0
40.56,2.71,32.42,12.06,449.0,,35.73,디스플레이장비및부품,65,14.55,KOSDAQ,IT부품,풍원정밀,"""371950""",,10280.0
580.67,1.21,167.58,1.16,,,10.2,창업투자,1,,KOSDAQ,금융서비스,하나금융21호스팩,"""406760""",,2185.0
8.5,0.87,10.61,9.54,296.0,8.86,14.24,창업투자,71,24.14,KOSDAQ,금융,스톤브릿지벤처스,"""330730""",,4300.0
19.83,3.78,26.95,19.46,821.0,,51.25,반도체와반도체장비,101,12.34,KOSDAQ,반도체,비씨엔씨,"""146320""",400.0,22500.0
18.39,2.7,33.07,12.59,159.0,,11.44,생물공학,43,27.34,KOSDAQ,제약,바이오에프디엔씨,"""251120""",,16790.0
75.58,5.39,101.72,7.74,269.0,,27.61,전자장비와기기,20,7.37,KOSDAQ,"의료,정밀기기",퓨런티어,"""370090""",400.0,26000.0
15.62,0.84,29.67,3.32,543.0,,94.0,레저용장비와제품,13,2.34,KOSDAQ,기타제조,브이씨,"""365900""",,5660.0
159.25,1.76,3984.56,0.07,,,8.71,창업투자,0,,KOSDAQ,금융서비스,한국제10호스팩,"""409570""",,3190.0
63.58,1.25,,3.02,,,15.38,창업투자,-1,,KOSDAQ,금융서비스,IBKS제17호스팩,"""405350""",,2420.0
31.1,1.42,,5.72,216.0,1.2,15.27,전기제품,-23,-10.68,KOSDAQ,일반전기전자,이지트로닉스,"""377330""",,10630.0
42.82,6.87,166.41,5.75,255986.0,,85.98,전기제품,"7,798",3.05,KOSPI,전기전자,LG에너지솔루션,"""373220""",400.0,550000.0
11.98,1.97,15.76,15.34,531.0,,68.61,화학,73,13.67,KOSDAQ,화학,아셈스,"""136410""",,10270.0
4.33,2.01,7.0,36.19,4014.0,4.45,297.68,손해보험,208,5.18,KOSDAQ,금융서비스,인카금융서비스,"""211050""",,14360.0
25.32,0.86,36.3,2.96,880.0,1.4,71.76,디스플레이장비및부품,25,2.86,KOSDAQ,"기계,장비",나래나노텍,"""137080""",,8410.0
35.05,6.02,,35.58,36.0,,16.65,소프트웨어,-44,-122.10,KOSDAQ,디지털컨텐츠,스코넥,"""276040""",,12400.0
21.24,1.02,31.96,4.08,277.0,0.76,72.42,판매업체,40,14.53,KOSDAQ,도매,케이옥션,"""102370""",,4795.0
9.62,2.25,13.39,25.33,106.0,,91.64,제약,27,25.36,KOSDAQ,제약,애드바이오텍,"""179530""",,3980.0
93.67,4.8,,10.38,478.0,,84.72,자동차부품,-24,-5.04,KOSDAQ,자동차판매,오토앤,"""353590""",,11220.0
276.06,1.13,232.3,0.86,,,8.82,창업투자,1,,KOSDAQ,금융서비스,DB금융스팩10호,"""404950""",,2120.0
276.12,1.14,165.26,0.69,,,25.45,창업투자,1,,KOSDAQ,금융서비스,교보11호스팩,"""397880""",,2230.0
368.71,1.08,121.6,0.89,,,15.48,창업투자,1,,KOSDAQ,금융서비스,하이제7호스팩,"""400840""",,2170.0
234.85,1.52,298.37,0.51,,,15.35,창업투자,0,,KOSDAQ,금융서비스,하나금융20호스팩,"""400560""",,2970.0
24.92,3.07,,14.68,444.0,,70.22,방송과엔터테인먼트,-64,-14.33,KOSDAQ,"오락,문화",래몽래인,"""200350""",,20100.0
14.6,0.84,20.24,,454.0,4.7,9.99,창업투자,127,28.10,KOSDAQ,금융,우리벤처파트너스,"""298870""",,2580.0
14.81,4.58,,,7.0,,7.04,생물공학,-182,"-2,444.93",KOSDAQ,"연구,개발",툴젠,"""199800""",,40900.0
31.83,5.65,,16.88,82.0,,47.75,IT서비스,-48,-57.79,KOSDAQ,소프트웨어,마음AI,"""377480""",,23800.0
13.22,0.37,24.1,1.55,45107.0,,29.12,반도체와반도체장비,"2,561",5.68,KOSPI,기타금융업,SK스퀘어,"""402340""",400.0,44250.0
18.63,2.09,377.78,0.6,631.0,,63.21,방송과엔터테인먼트,11,1.77,KOSDAQ,"오락,문화",알비더블유,"""361570""",,16990.0
146.74,2.38,466.21,0.51,125.0,,8.86,반도체와반도체장비,1,0.98,KOSDAQ,"기계,장비",바이옵트로,"""222160""",,6970.0
4.67,2.28,,36.58,546.0,,65.81,IT서비스,-100,-18.34,KOSDAQ,소프트웨어,아이티아이즈,"""372800""",,9310.0
11.7,1.52,,7.56,196.0,,11.02,디스플레이장비및부품,-53,-27.25,KOSDAQ,소프트웨어,트윔,"""290090""",,14030.0
20.04,3.79,27.53,14.75,286.0,0.51,8.67,반도체와반도체장비,67,23.34,KOSDAQ,일반전기전자,지오엘리먼트,"""311320""",,14680.0
26.73,2.46,,1.31,192.0,,107.26,소프트웨어,-5,-2.76,KOSDAQ,소프트웨어,비트나인,"""357880""",,7960.0
48.16,6.51,53.3,12.38,492.0,,8.01,양방향미디어와서비스,164,33.33,KOSDAQ,소프트웨어,디어유,"""376300""",400.0,39000.0
59.7,4.28,53.56,8.48,5098.0,,131.88,전기제품,218,4.28,KOSDAQ,화학,엔켐,"""348370""",,68500.0
1.68,0.94,8.1,12.89,551.0,,9.18,상업서비스와공급품,177,32.11,KOSDAQ,기타서비스,리파인,"""377450""",,8270.0
9.89,2.52,,19.72,101.0,,5.92,생물공학,-94,-93.07,KOSDAQ,"연구,개발",지니너스,"""389030""",,3345.0
674.06,3.43,114.55,3.08,5217.0,,74.59,IT서비스,268,5.14,KOSPI,기타금융업,카카오페이,"""377300""",340.0,46650.0
34.29,5.06,49.47,10.95,294.0,,64.93,가정용기기와용품,32,10.91,KOSDAQ,기타제조,피코그램,"""376180""",,8680.0
19.31,4.2,27.36,16.66,853.0,0.51,44.08,화장품,76,8.95,KOSDAQ,화학,아이패밀리에스씨,"""114840""",400.0,24800.0
37.53,7.07,,40.28,301.0,,40.45,IT서비스,-56,-18.51,KOSDAQ,소프트웨어,코닉오토메이션,"""391710""",,3930.0
9.48,3.0,24.29,11.65,21773.0,6.58,117.38,전문소매,304,1.40,KOSPI,유통업,케이카,"""381970""",400.0,15340.0
20.37,3.15,27.47,11.99,396.0,1.08,38.38,전기제품,64,16.26,KOSDAQ,"기계,장비",지아이텍,"""382480""",,4500.0
17.07,3.64,22.02,18.01,887.0,,106.5,기계,91,10.21,KOSDAQ,"기계,장비",아스플로,"""159010""",350.0,14950.0
15.97,3.89,,18.4,2.0,,83.03,제약,-67,"-3,741.36",KOSDAQ,"연구,개발",차백신연구소,"""261780""",,4910.0
25.69,4.62,40.05,12.21,1653.0,,34.06,인터넷과카탈로그소매,112,6.75,KOSDAQ,도매,실리콘투,"""257720""",400.0,7400.0
1059.11,1.1,78.46,1.41,,,9.44,창업투자,6,,KOSDAQ,금융서비스,엔에이치스팩20호,"""391060""",,9960.0
24.0,2.83,20.78,14.63,1432.0,1.21,41.16,전기제품,152,10.60,KOSDAQ,"기계,장비",원준,"""382840""",,20950.0
0.46,0.76,6.06,13.39,733.0,1.9,19.5,식품,98,13.43,KOSDAQ,"음식료,담배",에스앤디,"""260970""",,14710.0
41.58,1.26,34.29,,993.0,,7.83,제약,13,1.33,KOSDAQ,"음식료,담배",프롬바이오,"""377220""",,7850.0
8.22,2.08,9.95,23.03,656.0,,22.88,반도체와반도체장비,148,22.52,KOSDAQ,"기계,장비",지앤비에스 에코,"""382800""",,20250.0
379.12,2.17,,6.47,90455.0,,208.06,조선,"-3,521",-3.89,KOSPI,운수장비,HD현대중공업,"""329180""",392.0,129300.0
196.29,1.26,222.32,0.57,,,9.8,창업투자,1,,KOSDAQ,금융서비스,신한제8호스팩,"""393360""",,2325.0
2.61,0.76,20.19,3.77,2164.0,1.57,42.69,핸드셋,38,1.76,KOSDAQ,IT부품,씨유테크,"""376290""",,4365.0
165.11,1.29,241.75,0.54,,,10.27,창업투자,0,,KOSDAQ,금융서비스,유진스팩7호,"""388800""",,2320.0
