EV_EBITDA,PBR,PER,ROE,매출액,배당수익율,부채비율,상세구분,순이익,순이익율,시장구분,업종구분,종목명,종목코드,투자의견,현재가
-272.28,110.0,13276.0,,,,"
											
											
												
				17.44
			
											
										",창업투자,1,,KOSDAQ,금융서비스,교보12호스팩,"""421800""",,"
															2,175"
-435.85,161.0,14182.0,,,,"
											
											
												
				12.44
			
											
										",창업투자,1,,KOSDAQ,금융서비스,삼성스팩6호,"""425290""",,"
															3,105"
-417.28,118.0,88590.0,,,,"
											
											
												
				11.62
			
											
										",창업투자,0,,KOSDAQ,금융서비스,엔에이치스팩23호,"""422040""",,"
															2,190"
-17.92,267.0,,,60.0,,"
											
											
												
				8.18
			
											
										",반도체와반도체장비,-41,-68.48,KOSDAQ,반도체,레이저쎌,"""412350""",,"
															11,170"
3.64,41.0,456.0,,4395.0,,"
											
											
												
				88.53
			
											
										",전문소매,158,3.61,KOSDAQ,도매,위니아에이드,"""377460""",,"
															5,600"
-38.68,1686.0,,-96.66,98.0,,"
											
											
												
				86.67
			
											
										",제약,-199,-203.73,KOSDAQ,제약,보로노이,"""310210""",4.00,"
															47,150"
-289.62,106.0,,,,,"
											
											
												
				11.81
			
											
										",창업투자,-1,,KOSDAQ,금융서비스,케이비제21호스팩,"""424140""",,"
															2,125"
-41.25,312.0,,-0.64,163.0,,"
											
											
												
				37.74
			
											
										",소프트웨어,-0,-0.28,KOSDAQ,"출판,매체복제",비플라이소프트,"""148780""",,"
															1,182"
17.33,263.0,3284.0,10.23,2163.0,,"
											
											
												
				47.30
			
											
										",인터넷과카탈로그소매,47,2.16,KOSDAQ,도매,청담글로벌,"""362320""",,"
															8,270"
77.80,244.0,10445.0,3.44,507.0,,"
											
											
												
				21.89
			
											
										",전기장비,23,4.46,KOSDAQ,일반전기전자,범한퓨얼셀,"""382900""",4.00,"
															30,250"
-376.06,120.0,15638.0,,,,"
											
											
												
				10.42
			
											
										",창업투자,1,,KOSDAQ,금융서비스,하나금융22호스팩,"""418170""",,"
															2,200"
48.39,610.0,7015.0,,433.0,,"
											
											
												
				34.55
			
											
										",반도체와반도체장비,44,10.20,KOSDAQ,반도체,가온칩스,"""399720""",4.00,"
															28,900"
15.03,394.0,1543.0,31.97,880.0,,"
											
											
												
				199.56
			
											
										",에너지장비및서비스,268,30.49,KOSDAQ,종합건설,대명에너지,"""389260""",4.00,"
															24,750"
-232.94,120.0,14175.0,,,,"
											
											
												
				7.67
			
											
										",창업투자,1,,KOSDAQ,금융서비스,상상인제3호스팩,"""415580""",,"
															2,200"
-195.35,115.0,54785.0,,,,"
											
											
												
				16.00
			
											
										",창업투자,0,,KOSDAQ,금융서비스,신영스팩7호,"""419270""",,"
															2,285"
-12.17,218.0,,,162.0,,"
											
											
												
				13.74
			
											
										",방송과엔터테인먼트,-88,-54.19,KOSDAQ,디지털컨텐츠,포바이포,"""389140""",,"
															11,980"
-259.48,119.0,22963.0,,,,"
											
											
												
				16.08
			
											
										",창업투자,0,,KOSDAQ,금융서비스,신한제9호스팩,"""405640""",,"
															2,245"
-257.96,118.0,18201.0,0.95,,,"
											
											
												
				12.78
			
											
										",창업투자,1,,KOSDAQ,금융서비스,유진스팩8호,"""413630""",,"
															2,195"
276.70,742.0,29553.0,3.02,374.0,,"
											
											
												
				45.32
			
											
										",전기장비,7,1.97,KOSDAQ,일반전기전자,지투파워,"""388050""",,"
															12,530"
-137.82,113.0,70865.0,0.24,,,"
											
											
												
				17.86
			
											
										",창업투자,0,,KOSDAQ,금융서비스,키움제6호스팩,"""413600""",,"
															2,180"
-359.24,110.0,18832.0,,,,"
											
											
												
				22.70
			
											
										",창업투자,1,,KOSDAQ,금융서비스,미래에셋비전스팩1호,"""412930""",,"
															2,170"
23.24,244.0,3921.0,7.40,876.0,,"
											
											
												
				23.87
			
											
										",비철금속,38,4.37,KOSDAQ,금속,세아메카닉스,"""396300""",,"
															5,880"
12.48,344.0,1668.0,26.22,587.0,151.0,"
											
											
												
				6.58
			
											
										","섬유,의류,신발,호화품",113,19.30,KOSDAQ,"섬유,의류",공구우먼,"""366030""",,"
															9,150"
-91.19,549.0,,-7.61,384.0,,"
											
											
												
				36.89
			
											
										",기계,-23,-6.02,KOSDAQ,"기계,장비",유일로보틱스,"""388720""",,"
															25,500"
20.33,265.0,5288.0,,217.0,,"
											
											
												
				50.53
			
											
										",소프트웨어,18,8.26,KOSDAQ,소프트웨어,모아데이타,"""288980""",,"
															3,000"
-5.77,704.0,,-206.45,5.0,,"
											
											
												
				126.85
			
											
										",건강관리장비와용품,-137,"-2,524.55",KOSDAQ,"의료,정밀기기",노을,"""376930""",,"
															7,000"
12.50,331.0,2089.0,17.22,383.0,,"
											
											
												
				25.27
			
											
										",양방향미디어와서비스,70,18.22,KOSDAQ,사업지원,메쎄이상,"""408920""",,"
															3,420"
18.59,353.0,2515.0,19.46,821.0,,"
											
											
												
				51.25
			
											
										",반도체와반도체장비,101,12.34,KOSDAQ,반도체,비씨엔씨,"""146320""",4.00,"
															21,000"
43.63,292.0,3485.0,12.06,449.0,,"
											
											
												
				35.73
			
											
										",디스플레이장비및부품,65,14.55,KOSDAQ,IT부품,풍원정밀,"""371950""",,"
															11,050"
8.65,88.0,1078.0,9.54,296.0,886.0,"
											
											
												
				14.24
			
											
										",창업투자,71,24.14,KOSDAQ,금융,스톤브릿지벤처스,"""330730""",,"
															4,370"
-588.25,123.0,16988.0,1.16,,,"
											
											
												
				10.20
			
											
										",창업투자,1,,KOSDAQ,금융서비스,하나금융21호스팩,"""406760""",,"
															2,215"
16.18,89.0,3145.0,3.32,543.0,,"
											
											
												
				94.00
			
											
										",레저용장비와제품,13,2.34,KOSDAQ,기타제조,브이씨,"""365900""",,"
															6,000"
78.51,557.0,10524.0,7.74,269.0,,"
											
											
												
				27.61
			
											
										",전자장비와기기,20,7.37,KOSDAQ,"의료,정밀기기",퓨런티어,"""370090""",4.00,"
															26,900"
19.07,278.0,3398.0,12.59,159.0,,"
											
											
												
				11.44
			
											
										",생물공학,43,27.34,KOSDAQ,제약,바이오에프디엔씨,"""251120""",,"
															17,250"
-156.12,172.0,390962.0,0.07,,,"
											
											
												
				8.71
			
											
										",창업투자,0,,KOSDAQ,금융서비스,한국제10호스팩,"""409570""",,"
															3,130"
-63.58,125.0,,-3.02,,,"
											
											
												
				15.38
			
											
										",창업투자,-1,,KOSDAQ,금융서비스,IBKS제17호스팩,"""405350""",,"
															2,420"
4.59,215.0,747.0,36.19,4014.0,445.0,"
											
											
												
				297.68
			
											
										",손해보험,208,5.18,KOSDAQ,금융서비스,인카금융서비스,"""211050""",,"
															15,330"
-35.67,158.0,,-5.72,216.0,120.0,"
											
											
												
				15.27
			
											
										",전기제품,-23,-10.68,KOSDAQ,일반전기전자,이지트로닉스,"""377330""",,"
															11,850"
-9.71,227.0,1352.0,25.33,106.0,,"
											
											
												
				91.64
			
											
										",제약,27,25.36,KOSDAQ,제약,애드바이오텍,"""179530""",,"
															4,020"
